event-id,visible,timestamp,location-long,location-lat,data-decoding-software,gps:horizontal-accuracy-estimate,gps:speed-accuracy-estimate,gps-time-to-fix,ground-speed,heading,height-above-ellipsoid,icarus:ecef-vx,icarus:ecef-vy,icarus:ecef-vz,icarus:ecef-x,icarus:ecef-y,icarus:ecef-z,icarus:reset-counter,icarus:timestamp-accuracy,icarus:timestamp-source,icarus:uplink-counter,import-marked-outlier,location-accuracy-comments,location-error-text,mortality-status,tag-voltage,transmission-protocol,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
18739300292,true,2021-05-10 22:01:00.000,-144.5392829,-14.9527395,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,,">10m","",,"space","gps","Tringa incana","F9620C","Chevalier errant T21 [FRP-GE43223]","Kivi Kuaka [ID_PROG_1099] "
18739300293,true,2021-05-11 04:11:00.000,-144.539345,-14.9528226,,,,,,,,,,,,,,,"OK","common-uplink-header",,false,,">10m","alive",4000.0,"space","gps","Tringa incana","F9620C","Chevalier errant T21 [FRP-GE43223]","Kivi Kuaka [ID_PROG_1099] "
18739300294,true,2021-05-11 04:11:00.000,-144.5393258,-14.9527824,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,,">10m","",,"space","gps","Tringa incana","F9620C","Chevalier errant T21 [FRP-GE43223]","Kivi Kuaka [ID_PROG_1099] "
18762013312,true,2021-05-11 22:02:00.000,-144.5393258,-14.952482,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,,">10m","",,"space","gps","Tringa incana","F9620C","Chevalier errant T21 [FRP-GE43223]","Kivi Kuaka [ID_PROG_1099] "
18762013313,true,2021-05-12 22:03:00.000,-144.5339184,-14.9501645,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,,">10m","",,"space","gps","Tringa incana","F9620C","Chevalier errant T21 [FRP-GE43223]","Kivi Kuaka [ID_PROG_1099] "
18762013314,true,2021-05-13 04:13:00.000,-144.531601,-14.9469459,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,,">10m","",,"space","gps","Tringa incana","F9620C","Chevalier errant T21 [FRP-GE43223]","Kivi Kuaka [ID_PROG_1099] "
18762013315,true,2021-05-13 17:31:00.000,-144.5343905,-14.9503791,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,,">10m","",,"space","gps","Tringa incana","F9620C","Chevalier errant T21 [FRP-GE43223]","Kivi Kuaka [ID_PROG_1099] "
18762013316,true,2021-05-13 22:02:00.000,-144.5382529,-14.9523961,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,,">10m","",,"space","gps","Tringa incana","F9620C","Chevalier errant T21 [FRP-GE43223]","Kivi Kuaka [ID_PROG_1099] "
18762013317,true,2021-05-14 03:26:00.000,-144.5376392,-14.9520609,,,,,,,,,,,,,,,"OK","common-uplink-header",,false,,">10m","lost",4000.0,"space","gps","Tringa incana","F9620C","Chevalier errant T21 [FRP-GE43223]","Kivi Kuaka [ID_PROG_1099] "
18762013318,true,2021-05-14 03:26:00.000,-144.5376092,-14.9520528,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,,">10m","",,"space","gps","Tringa incana","F9620C","Chevalier errant T21 [FRP-GE43223]","Kivi Kuaka [ID_PROG_1099] "
