latitude,   longitude,   speedx,     speedy
-15.097622,  -147.935470,  0.000000,  0.000000
-14.783067,  -147.858831,  2.367179,  9.715784
-14.468513,  -147.782192,  2.367179,  9.715784
-14.153959,  -147.705554,  2.367179,  9.715784
-13.839404,  -147.628915,  2.367179,  9.715784
-13.524850,  -147.552276,  2.367179,  9.715784
-13.210296,  -147.475637,  2.367179,  9.715784
-12.895742,  -147.398998,  2.367179,  9.715784
-12.581187,  -147.322359,  2.367179,  9.715784
-12.266633,  -147.245721,  2.367179,  9.715784
-11.952079,  -147.169082,  2.367179,  9.715784
-11.637524,  -147.092443,  2.367179,  9.715784
-11.322970,  -147.015804,  2.367179,  9.715784
-11.008416,  -146.939165,  2.367179,  9.715784
-10.693861,  -146.862526,  2.367179,  9.715784
-10.379307,  -146.785888,  2.367179,  9.715784
-10.064753,  -146.709249,  2.367179,  9.715784
-9.750198,  -146.632610,  2.367179,  9.715784
-9.435644,  -146.555971,  2.367179,  9.715784
-9.121090,  -146.479332,  2.367179,  9.715784
-8.806535,  -146.402693,  2.367179,  9.715784
-8.491981,  -146.326055,  2.367179,  9.715784
-8.177427,  -146.249416,  2.367179,  9.715784
-7.862873,  -146.172777,  2.367179,  9.715784
-7.548318,  -146.096138,  2.367179,  9.715784
-7.233764,  -146.019499,  2.367179,  9.715784
-6.919210,  -145.942860,  2.367179,  9.715784
-6.604655,  -145.866222,  2.367179,  9.715784
-6.290101,  -145.789583,  2.367179,  9.715784
-5.975547,  -145.712944,  2.367179,  9.715784
-5.660992,  -145.636305,  2.367179,  9.715784
-5.346438,  -145.559666,  2.367179,  9.715784
-5.031884,  -145.483027,  2.367179,  9.715784
-4.717329,  -145.406389,  2.367179,  9.715784
-4.402775,  -145.329750,  2.367179,  9.715784
-4.088221,  -145.253111,  2.367179,  9.715784
-3.773666,  -145.176472,  2.367179,  9.715784
-3.459112,  -145.099833,  2.367179,  9.715784
-3.144558,  -145.023194,  2.367179,  9.715784
-2.830004,  -144.946556,  2.367179,  9.715784
-2.515449,  -144.869917,  2.367179,  9.715784
-2.200895,  -144.793278,  2.367179,  9.715784
-1.886341,  -144.716639,  2.367179,  9.715784
-1.571786,  -144.640000,  2.367179,  9.715784
-1.257232,  -144.563361,  2.367179,  9.715784
-0.942678,  -144.486723,  2.367179,  9.715784
-0.628123,  -144.410084,  2.367179,  9.715784
-0.313569,  -144.333445,  2.367179,  9.715784
0.000985,  -144.256806,  2.367179,  9.715784
0.315540,  -144.180167,  2.367179,  9.715784
0.630094,  -144.103529,  2.367179,  9.715784
0.944648,  -144.026890,  2.367179,  9.715784
1.259203,  -143.950251,  2.367179,  9.715784
1.573757,  -143.873612,  2.367179,  9.715784
1.888311,  -143.796973,  2.367179,  9.715784
2.202865,  -143.720334,  2.367179,  9.715784
2.517420,  -143.643696,  2.367179,  9.715784
2.831974,  -143.567057,  2.367179,  9.715784
3.146528,  -143.490418,  2.367179,  9.715784
3.461083,  -143.413779,  2.367179,  9.715784
3.775637,  -143.337140,  2.367179,  9.715784
4.090191,  -143.260501,  2.367179,  9.715784
4.404746,  -143.183863,  2.367179,  9.715784
4.719300,  -143.107224,  2.367179,  9.715784
5.033854,  -143.030585,  2.367179,  9.715784
5.348409,  -142.953946,  2.367179,  9.715784
5.662963,  -142.877307,  2.367179,  9.715784
5.977517,  -142.800668,  2.367179,  9.715784
6.292071,  -142.724030,  2.367179,  9.715784
6.606626,  -142.647391,  2.367179,  9.715784
6.921180,  -142.570752,  2.367179,  9.715784
7.235734,  -142.494113,  2.367179,  9.715784
7.550289,  -142.417474,  2.367179,  9.715784
7.864843,  -142.340835,  2.367179,  9.715784
8.179397,  -142.264197,  2.367179,  9.715784
8.493952,  -142.187558,  2.367179,  9.715784
8.808506,  -142.110919,  2.367179,  9.715784
9.123060,  -142.034280,  2.367179,  9.715784
9.437615,  -141.957641,  2.367179,  9.715784
9.752169,  -141.881002,  2.367179,  9.715784
10.066723,  -141.804364,  2.367179,  9.715784
10.381278,  -141.727725,  2.367179,  9.715784
10.695832,  -141.651086,  2.367179,  9.715784
11.010386,  -141.574447,  2.367179,  9.715784
11.324940,  -141.497808,  2.367179,  9.715784
11.639495,  -141.421169,  2.367179,  9.715784
11.954049,  -141.344531,  2.367179,  9.715784
12.268603,  -141.267892,  2.367179,  9.715784
12.583158,  -141.191253,  2.367179,  9.715784
12.897712,  -141.114614,  2.367179,  9.715784
13.212266,  -141.037975,  2.367179,  9.715784
