latitude,   longitude,   speedx,     speedy
5.316581,  -196.134069,  -3.775410,  2.965935
5.409816,  -196.257829,  -3.822633,  2.879820
5.497365,  -196.384317,  -3.906892,  2.704151
5.576792,  -196.516787,  -4.091652,  2.453303
5.650167,  -196.651524,  -4.161694,  2.266368
5.714754,  -196.791833,  -4.333778,  1.994918
5.767031,  -196.940071,  -4.578688,  1.614725
5.819522,  -197.090941,  -4.659989,  1.621308
5.868738,  -197.244236,  -4.734906,  1.520149
5.911418,  -197.405775,  -4.989526,  1.318264
5.946956,  -197.572639,  -5.154004,  1.097685
5.978754,  -197.736788,  -5.070143,  0.982167
6.003426,  -197.895370,  -4.898214,  0.762047
6.028226,  -198.048517,  -4.730308,  0.766017
6.028406,  -198.183073,  -4.156098,  0.005546
6.029996,  -198.309363,  -3.900760,  0.049117
6.041342,  -198.429997,  -3.726096,  0.350451
6.064348,  -198.548107,  -3.648104,  0.710602
6.095794,  -198.663438,  -3.562277,  0.971292
6.127191,  -198.781431,  -3.644529,  0.969781
6.155620,  -198.904760,  -3.809313,  0.878078
6.183857,  -199.036146,  -4.058175,  0.872172
6.224153,  -199.164856,  -3.975532,  1.244653
6.264534,  -199.296221,  -4.057512,  1.247267
6.304858,  -199.427544,  -4.056259,  1.245496
6.342147,  -199.561388,  -4.134096,  1.151753
6.373164,  -199.695301,  -4.136216,  0.958056
6.401067,  -199.826451,  -4.050890,  0.861858
6.425671,  -199.962877,  -4.213865,  0.759942
6.450035,  -200.104660,  -4.379315,  0.752528
6.480842,  -200.249217,  -4.465008,  0.951558
6.511592,  -200.393735,  -4.463792,  0.949807
6.545582,  -200.538185,  -4.461693,  1.049866
6.582810,  -200.682509,  -4.457794,  1.149853
6.623144,  -200.824223,  -4.377198,  1.245814
6.663136,  -200.960508,  -4.209495,  1.235250
6.699904,  -201.096622,  -4.204201,  1.135675
6.739640,  -201.230134,  -4.123866,  1.227366
6.783010,  -201.371762,  -4.374508,  1.339592
6.829357,  -201.510673,  -4.290625,  1.431519
6.881776,  -201.646729,  -4.202413,  1.619088
6.936570,  -201.777251,  -4.031497,  1.692447
6.994019,  -201.905143,  -3.950257,  1.774461
7.048313,  -202.032910,  -3.946389,  1.677001
7.106483,  -202.166048,  -4.112317,  1.796721
7.168300,  -202.302079,  -4.201646,  1.909373
7.237187,  -202.440800,  -4.284751,  2.127751
7.308657,  -202.576400,  -4.188322,  2.207534
7.375665,  -202.706847,  -4.029182,  2.069686
7.435708,  -202.834194,  -3.933419,  1.854585
7.485833,  -202.956427,  -3.775483,  1.548225
7.530211,  -203.081120,  -3.851441,  1.370743
7.562546,  -203.200465,  -3.686260,  0.998731
7.586122,  -203.322399,  -3.766246,  0.728205
7.600606,  -203.447264,  -3.856746,  0.447375
7.606051,  -203.571890,  -3.849399,  0.168206
7.602805,  -203.693950,  -3.770124,  -0.100275
7.592733,  -203.818958,  -3.861156,  -0.311111
7.578879,  -203.946374,  -3.935566,  -0.427904
7.561847,  -204.073514,  -3.927034,  -0.526078
7.541559,  -204.200581,  -3.924770,  -0.626629
7.525100,  -204.325340,  -3.853490,  -0.508378
7.484887,  -204.428574,  -3.188651,  -1.242099
7.448652,  -204.523243,  -2.924086,  -1.119186
7.417538,  -204.606902,  -2.584009,  -0.961035
7.391800,  -204.690590,  -2.584915,  -0.794986
7.375652,  -204.769357,  -2.432898,  -0.498776
7.369901,  -204.845260,  -2.344445,  -0.177641
7.381099,  -204.926683,  -2.514967,  0.345874
7.405208,  -205.021392,  -2.925305,  0.744683
7.446687,  -205.118854,  -3.010348,  1.281163
7.495699,  -205.216237,  -3.007941,  1.513855
7.541474,  -205.308296,  -2.843452,  1.413883
7.581872,  -205.394919,  -2.675553,  1.247806
7.610660,  -205.481480,  -2.673675,  0.889180
7.630547,  -205.562583,  -2.505068,  0.614256
7.637388,  -205.640983,  -2.421568,  0.211308
7.633188,  -205.727225,  -2.663789,  -0.129744
7.624922,  -205.819374,  -2.846245,  -0.255309
7.609164,  -205.918908,  -3.074365,  -0.486730
7.590861,  -206.026686,  -3.328984,  -0.565327
7.573810,  -206.140174,  -3.505346,  -0.526660
7.555099,  -206.259352,  -3.681121,  -0.577923
7.530969,  -206.385921,  -3.909394,  -0.745334
7.505868,  -206.515571,  -4.004563,  -0.775311
7.480742,  -206.645206,  -4.004095,  -0.776063
7.535889,  -206.750563,  -3.254199,  1.703343
7.582541,  -206.853058,  -3.165813,  1.440964
7.624380,  -206.960906,  -3.331165,  1.292289
7.663655,  -207.071359,  -3.411604,  1.213118
7.700153,  -207.181950,  -3.415868,  1.127323
7.547348,  -207.367712,  -5.737731,  -4.719743
7.584947,  -207.499839,  -4.081072,  1.161321
7.619751,  -207.642586,  -4.409084,  1.075016
7.647911,  -207.793509,  -4.661627,  0.869787
7.668947,  -207.949942,  -4.831822,  0.649750
7.534672,  -208.135684,  -5.737098,  -4.147422
7.551992,  -208.294632,  -4.909493,  0.534980
7.572937,  -208.451010,  -4.830106,  0.646931
7.590439,  -208.604508,  -4.741177,  0.540610
7.604580,  -208.755342,  -4.658881,  0.436785
7.618488,  -208.908840,  -4.741156,  0.429556
7.635567,  -209.067642,  -4.904998,  0.527555
7.656084,  -209.229267,  -4.992199,  0.633709
7.680137,  -209.393385,  -5.069176,  0.742919
7.571736,  -209.652686,  -8.009152,  -3.348229
7.603060,  -209.816760,  -5.067820,  0.967533
7.634281,  -209.978103,  -4.983468,  0.964347
7.668987,  -210.136891,  -4.904568,  1.071977
7.611072,  -210.409174,  -8.410135,  -1.788870
7.655724,  -210.559452,  -4.641711,  1.379196
7.693992,  -210.720685,  -4.980065,  1.182019
7.612389,  -210.897490,  -5.461066,  -2.520522
7.639704,  -211.074886,  -5.479314,  0.843680
7.666961,  -211.254947,  -5.561618,  0.841924
7.690113,  -211.440335,  -5.726158,  0.715076
7.623465,  -211.625840,  -5.729782,  -2.058560
7.646730,  -211.800394,  -5.391532,  0.718588
7.673802,  -211.969554,  -5.224939,  0.836182
7.634413,  -212.170680,  -6.212268,  -1.216628
7.661398,  -212.334394,  -5.056714,  0.833488
7.684751,  -212.492651,  -4.888149,  0.721338
7.673030,  -212.664800,  -5.317250,  -0.362039
7.659979,  -212.823243,  -4.893913,  -0.403123
7.686791,  -212.959879,  -4.220311,  0.828150
7.667493,  -213.112553,  -4.715736,  -0.596062
7.700256,  -213.238249,  -3.882414,  1.011981
7.679325,  -213.415406,  -5.471933,  -0.646513
7.651786,  -213.603245,  -5.801873,  -0.850610
7.717738,  -213.726659,  -3.811937,  2.037086
7.679922,  -213.919968,  -5.970847,  -1.168046
7.636331,  -214.102353,  -5.633406,  -1.346389
7.718215,  -214.236476,  -4.142720,  2.529186
7.669083,  -214.397078,  -4.960565,  -1.517562
7.582699,  -214.571431,  -5.385331,  -2.668196
7.632299,  -214.713171,  -4.377979,  1.532011
7.686336,  -214.862995,  -4.627710,  1.669077
7.617436,  -215.051525,  -5.823188,  -2.128162
7.679378,  -215.206599,  -4.789850,  1.913239
7.628652,  -215.396276,  -5.858646,  -1.566794
7.706614,  -215.556699,  -4.955073,  2.408040
7.664477,  -215.747569,  -5.895466,  -1.301488
7.738588,  -215.908284,  -4.964074,  2.289103
7.718498,  -216.098317,  -5.869650,  -0.620552
7.707313,  -216.285799,  -5.790833,  -0.345448
7.696934,  -216.467929,  -5.625554,  -0.320585
7.691353,  -216.644761,  -5.461869,  -0.172397
7.693688,  -216.821460,  -5.457803,  0.072113
7.696572,  -216.992502,  -5.283053,  0.089107
7.699952,  -217.158424,  -5.124899,  0.104395
7.700559,  -217.315867,  -4.863005,  0.018751
7.695051,  -217.465625,  -4.625656,  -0.170140
7.686449,  -217.612665,  -4.541701,  -0.265707
7.678847,  -217.753844,  -4.360650,  -0.234800
7.676393,  -217.906205,  -4.706056,  -0.075793
7.673905,  -218.058548,  -4.705494,  -0.076836
7.674975,  -218.210530,  -4.694320,  0.033031
7.680115,  -218.356987,  -4.523676,  0.158771
7.613623,  -218.489963,  -4.107311,  -2.053763
7.639116,  -218.628565,  -4.281061,  0.787399
